stop_id,stop_name,stop_desc,stop_lat,stop_lon
126,Mattarello Catoni,,46.009394,11.128820
127,Mattarello Catoni,,46.009380,11.128974
128,Mattarello Sud,,46.003128,11.126824
129,Meano Bivio S.Lazzaro,,46.128303,11.115281
130,Meano Bivio S.Lazzaro,,46.127538,11.115265
131,Sp 76 "Piac",,46.126690,11.114532
133,Sp 76 "Maregioli",,46.130755,11.121750
134,Sp 76 "Maregioli",,46.130836,11.121666
135,Meano "Campo Sportivo",,46.128279,11.120267
136,Meano "Campo Sportivo",,46.128310,11.119721
137,Meano "Cimitero",,46.125736,11.118419
138,Meano "Cimitero",,46.125483,11.118320
139,Sp 76 "Via Rossa",,46.119858,11.111416
140,Sp 76 "Via Rossa",,46.119812,11.111266
141,Meano Piazza Dell'assunta,,46.122688,11.116846
142,Meano Portoni,,46.123624,11.116855
143,Sp 76 Dos di Lamar,,46.124939,11.113463
144,Sp 76 Dos di Lamar,,46.124718,11.113018
145,Mesiano "Fac. Ingegneria",,46.067391,11.138805
146,Mesiano "Fac. Ingegneria",,46.067198,11.139497
147,Mesiano "Stazione Fs",,46.064947,11.141689
148,Mesiano "Stazione Fs",,46.065068,11.141726
149,Povo Valoni,,46.065698,11.146418
150,Povo Valoni,,46.065746,11.146326
151,Montevaccino,,46.108340,11.142765
152,Montevaccino di Sotto,,46.109439,11.139972
153,Montevaccino di Sotto,,46.109508,11.140097
154,Sp 131 "Paganin",,46.106288,11.137610
155,Sp 131 "Paganin",,46.106524,11.137306
156,M.Vaccino "Maso Librar",,46.110418,11.138435
157,M.Vaccino "Maso Librar",,46.110776,11.138074
158,Ss 45 "Montevideo",,46.080499,11.098333
159,Villazzano Valnigra,,46.052092,11.146621
160,Villazzano Valnigra,,46.052181,11.146486
161,Oltrecastello,,46.072808,11.161957
162,F.Lli Fontana Gen. Cantore,,46.076802,11.119114
163,Piazza Dante "Palazzo Pat",,46.072304,11.120426
164,Piazza Duomo,,46.067600,11.121798
165,Piazza di Fiera,,46.065221,11.123271
166,S.Francesco Porta Nuova,,46.066776,11.126346
167,Piazza Vicenza,,46.062137,11.132764
168,Piazza Vicenza,,46.062292,11.132772
169,Piazzale A22,,46.077292,11.111111
171,Brescia "Piedicastello",,46.070808,11.112292
172,Brescia "Piedicastello",,46.070494,11.111383
173,Tanzengiale Ovest Pezcoller,,46.047739,11.113564
174,"Ponte Lodovico",,46.069352,11.138957
175,"Ponte Lodovico",,46.069523,11.140201
176,Venezia "Port'aquila",,46.069865,11.128221
177,Cervara "Port'aquila",,46.070179,11.128083
178,Cervara "Port'aquila",,46.070164,11.127890
179,Spré Pinara,,46.067264,11.160937
180,Spré Pinara,,46.067264,11.160807
181,Povo "Casa di Riposo",,46.065663,11.159678
182,Povo "Casa di Riposo",,46.065594,11.159530
183,Povo "Centro Civico",,46.064162,11.152006
184,Povo "Centro Civico",,46.063862,11.151912
185,Povo S.Agata,,46.066291,11.156494
186,Povo Piazza Manci,,46.065806,11.154617
187,Povo Piazza Manci,,46.065955,11.154596
188,Povo "Fac. Scienze",,46.063289,11.150005
189,Povo "Fac. Scienze",,46.063316,11.150209
190,Povo "Polo Sociale",,46.065442,11.157973
191,Povo "Polo Sociale",,46.065632,11.157936
192,Ravina Masere,,46.039165,11.111935
193,Ravina Masere,,46.039202,11.112293
194,Ravina "Case Itea",,46.037329,11.114043
195,Ravina "Case Itea",,46.037940,11.114062
196,Ravina Chiesa,,46.037726,11.107755
197,Ravina Piazza,,46.037878,11.108509
198,Ravina Per Belvedere,,46.041292,11.106159
199,Ravina Per Belvedere,,46.041001,11.106237
200,Ravina Del Ponte,,46.043295,11.112317
201,Ravina Del Ponte,,46.041069,11.113117
202,Piazza Dante "Pal. Regione",,46.071711,11.121389
203,Romagnano Nord,,46.020174,11.110857
204,Romagnano Nord,,46.019954,11.110897
205,Romagnano Fontanelle,,46.015323,11.107087
206,Romagnano Fontanelle,,46.014633,11.106836
207,Romagnano 7 Fontane,,46.014689,11.105064
208,Romagnano Piazza Condini,,46.017751,11.105818
209,Romagnano Sud,,46.012857,11.105449
210,Romagnano Sud,,46.012091,11.104952
211,Romagnano Rimoni,,46.016782,11.108221
212,Romagnano Rimoni,,46.016488,11.108269
213,Roncafort,,46.101271,11.101583
214,Ss 12 "Zona Ind.Le Ftm",,46.120242,11.105822
215,Povo Salé,,46.062029,11.151722
216,Povo Salé,,46.062016,11.150851
217,Verona "S.Bartolameo",,46.050720,11.130389
218,Verona "S.Bartolameo",,46.050943,11.130473
219,San Donà,,46.071656,11.138308
220,San Donà "Chiesa",,46.072152,11.138406
222,San Donà,,46.070879,11.139532
223,Lamar Sponda Trentina,,46.134588,11.111690
224,San Lazzaro Ponte Avisio,,46.137885,11.118354
226,San Rocco Torricelle,,46.038541,11.145521
227,San Rocco Piazza,,46.036364,11.146158
228,Piazza Madonna Delle Laste,,46.074103,11.135256
229,Sopramonte Piazza Oveno,,46.071317,11.059207
230,Sopramonte Bivio Baselga,,46.075572,11.058469
231,Sopramonte Bivio Baselga,,46.075783,11.058721
232,Sopramonte "Valle",,46.075836,11.056024
233,Sopramonte "Valle",,46.075950,11.055788
234,Sopramonte "Novai",,46.067706,11.061545
235,Sopramonte Piazza Oveno,,46.071151,11.059520
236,Sopramonte "Bunaga",,46.069103,11.056869
237,Sopramonte "Bunaga",,46.069730,11.057698
238,Spini di Gardolo,,46.121729,11.089889
239,Spini "Whirpool",,46.118504,11.096131
240,Spini "Whirpool",,46.118550,11.096708
241,Spini "Brenta",,46.118623,11.092766
242,Spini "Brenta",,46.118581,11.092616
243,Spré S.Lucia,,46.069294,11.161412
244,Spré S.Lucia,,46.069214,11.161151
245,Sp 85 "Soraval",,46.083258,11.063955
246,Sp 85 "Soraval",,46.083094,11.063877
247,Piazza Dante "Stazione Fs",,46.071917,11.119568
248,Tavernaro Centro,,46.081448,11.154819
249,Tavernaro Centro,,46.081538,11.154897
250,Tavernaro "Salet",,46.081815,11.157965
251,Tavernaro "Salet",,46.082026,11.158507
252,Tavernaro "Villa Clementi",,46.080906,11.157521
253,Tavernaro "Villa Clementi",,46.081266,11.155969
254,Vela Centro,,46.082085,11.102047
255,Vela Alla Scala,,46.078955,11.103563
256,Vela Alla Scala,,46.078841,11.103473
257,Gardolo 4 Nov. Canova,,46.098861,11.112925
258,Gardolo 4 Nov. "Piscina",,46.104288,11.112963
259,Gardolo 4 Nov. Soprasasso,,46.106560,11.112346
260,Adamello Gorizia,,46.059853,11.132395
261,Gardolo "Stazione Ftm",,46.107233,11.103861
262,M. Rossi "Stella D.Mattino",,46.107384,11.101204
263,M. Rossi "Stella D.Mattino",,46.107331,11.100406
264,Al Desert Muredei,,46.051409,11.117370
265,Al Desert Muredei,,46.050987,11.117056
266,Al Desert Ragazzi Del '99,,46.046952,11.115704
267,Al Desert Ragazzi Del '99,,46.047147,11.115661
268,Ambrosi "Caserma Vvff",,46.076743,11.123158
269,Apuleio "Case Degasperi",,46.073284,11.115482
270,Apuleio "Ponte S.Giorgio",,46.076220,11.115030
271,Asiago "Cernidor",,46.050242,11.137200
272,Asiago "Bellevue",,46.053348,11.136344
273,Asiago "Bellevue",,46.053209,11.136495
274,Asiago "Cernidor",V.Asiago Fr.Civ. 6 Ang.V.De La Toresela,46.049550,11.137273
275,"Castello Buonconsiglio",,46.070312,11.126964
276,Sanzio "Castello",,46.071906,11.126021
277,Barbacovi "Itg Pozzo",,46.064329,11.129974
278,Ss 47 Muralta,,46.077059,11.131773
279,Martignano Capitel,,46.082132,11.127158
280,Martignano Capitel,,46.081762,11.126874
281,Bettini "Nido Mad. Bianca",,46.040477,11.135351
282,Bettini "Nido Mad. Bianca",,46.040082,11.135431
283,Bezzi Filzi,,46.058467,11.119271
284,Bolghera "S.Antonio",,46.058155,11.131199
285,Lamar "Sottostazione Enel",,46.130819,11.110121
286,Ss 12 "Pioppeto",,46.108369,11.108528
287,Ss 12 Bivio Meano,,46.116062,11.106197
288,Ss 12 Canova,,46.098985,11.111739
289,Ss 12 "Paludi",Via Bolzano Incrocio Via Noce,46.102643,11.110490
290,Ss 12 Canova,,46.100264,11.111578
291,Brennero "Bren Center",,46.091361,11.115392
292,Brennero "Bren Center",,46.091461,11.115591
293,Brennero Marconi,,46.082901,11.120503
294,Brennero Malvasia,,46.077969,11.123274
295,Brennero Marconi,,46.083720,11.119823
296,Brennero "Magnete",,46.089442,11.116527
297,Brennero "Ex Scalo Filzi",,46.079982,11.122133
298,Brennero "Ex Scalo Filzi",,46.079590,11.122150
300,Brennero "Tridente",,46.086479,11.118447
301,Brigata Acqui "Itc Tambosi",,46.065346,11.128400
302,Calepina Roccabruna,,46.066833,11.122735
303,Roncafort Bettine,,46.097530,11.102648
304,Caneppele Goio,,46.094476,11.105228
305,Caneppele Goio,,46.094431,11.105006
306,Spalliera Cereria,,46.074170,11.128506
307,Spalliera Cereria,,46.074158,11.128327
308,Martignano Cesarini,,46.086271,11.129177
309,Martignano Cesarini,,46.087137,11.129668
310,Conci De Riccabona,,46.039645,11.140944
311,Conci De Riccabona,,46.039406,11.140409
312,Conci Ferrovia,,46.039365,11.137717
313,Conci Ferrovia,,46.039883,11.137453
314,Degasperi Anna Frank,,46.050201,11.124017
315,Degasperi Anna Frank,,46.051099,11.123052
316,Degasperi "Palazzo Stella",,46.043178,11.129229
317,Degasperi "Palazzo Stella",,46.042977,11.129678
318,Degasperi "Big Center",,46.045116,11.127949
319,Degasperi "Big Center",,46.045242,11.128108
320,Degasperi La Clarina,,46.048203,11.126520
321,Degasperi La Clarina,,46.048680,11.126247
322,Dei Mille "Villa Igea",,46.062490,11.127802
323,Dei Mille "Villa Igea",,46.062506,11.127984
324,Villazzano "Villa De Mersi",,46.048131,11.143328
325,Martignano Costiole,,46.092274,11.132622
326,Martignano Costiole,,46.092513,11.132436
327,Martignano Castori,,46.083356,11.127848
328,Martignano Castori,,46.083311,11.127683
329,Dos Trento Mariano,,46.074597,11.113358
330,Dos Trento Apuleio,,46.073022,11.114843
331,"Ponte S.Giorgio",,46.076974,11.114129
333,F.Lli Fontana Gen. Cantore,,46.076988,11.118892
334,F.Lli Fontana Ferrovieri,,46.077461,11.116749
335,Fermi La Clarina,,46.048733,11.128986
338,Fogazzaro "Piscina",,46.056279,11.130465
339,Fogazzaro "Piscina",,46.055966,11.129610
340,Ss 349 Pozzata,,46.039534,11.144070
341,Galilei Firmian,,46.068182,11.125504
342,Gandhi "Parco Anna Frank",,46.051689,11.124402
344,Gerola "Ospedale S.Chiara",,46.058389,11.133087
345,Ghiaie Monte Baldo,,46.056275,11.116062
346,Ghiaie "Giardinerie",,46.053228,11.116716
347,Giovanelli "Osp. S.Camillo",,46.065485,11.131892
348,Giusti Pascoli,,46.060364,11.118908
349,Giusti "Arcivescovile",,46.061394,11.119040
350,"Gocciadoro Arcate",,46.054910,11.133806
351,Gocciadoro "Poliambulatori",,46.055618,11.132178
352,Gorizia Adamello,,46.059882,11.131327
353,Gramsci "Materna La Clarina",,46.053319,11.125589
354,Gramsci Einaudi,,46.052678,11.128127
355,Grazioli Brigata Acqui,,46.067096,11.128810
356,Guardini Gilli,,46.091986,11.119080
357,Guardini Gilli,,46.091235,11.119268
358,Lunelli Centochiavi,,46.092703,11.119936
360,Maccani "Rotatoria",,46.082766,11.114831
361,Maccani Commercio,,46.091714,11.107510
362,Maccani Commercio,,46.091591,11.107450
363,Maccani Campotrentino,,46.085771,11.112487
364,Maccani Campotrentino,,46.085490,11.112579
365,Maccani Abondi,,46.080928,11.116577
366,Maccani Abondi,,46.080800,11.116529
368,Maccani "Macello",,46.089720,11.109149
369,Maccani "Macello",,46.090562,11.108259
370,Maccani "Rotatoria",,46.082853,11.114968
371,Maccani "Ex Sloi",,46.087721,11.110915
372,Maccani "Ex Sloi",,46.087847,11.110579
373,Manci Galasso,,46.069881,11.122470
374,Marconi Brennero,,46.084413,11.121323
375,Marconi Solteri,,46.084543,11.121732
376,Villazzano Marzola,,46.046672,11.148788
377,Villazzano Marzola,,46.046549,11.149058
378,Villazzano Giordano,,46.050678,11.148464
379,Villazzano Giordano,,46.050736,11.148327
380,Mattioli Vittorio Veneto,,46.058838,11.122521
382,Menguzzato Al Casteller,,46.038222,11.134508
383,Menguzzato "Centro Civico",,46.040449,11.131690
384,Menguzzato "Centro Civico",,46.040107,11.132070
385,Menguzzato Al Casteller,,46.038106,11.134135
386,Milano A Prato,,46.060791,11.127602
387,Milano A Prato,,46.060723,11.127671
388,Missioni Africane,,46.078342,11.127457
389,"Quattro Strade",,46.075587,11.128243
390,"Quattro Strade",,46.076150,11.128131
391,Missioni Africane,,46.078671,11.127111
392,Monte Baldo Ghiaie,,46.057153,11.115163
393,Muredei Prati,,46.056966,11.118125
395,Muredei Benevoli,,46.053728,11.118206
397,Oberziner Alpini,,46.078744,11.117589
398,Orfane S.Maria Maggiore,,46.068847,11.119927
400,Pasubio Adamello,,46.060030,11.133381
401,F.Lli Perini 3 Novembre,,46.060903,11.124400
402,Piave "Parco S.Chiara",,46.064151,11.127563
403,Romagnosi Vannetti,,46.072993,11.122651
404,Rosmini "Cimitero" / Muse,,46.064185,11.119431
405,Rosmini "Cimitero",,46.063745,11.119596
406,Rosmini S.Maria Maggiore,,46.067846,11.118867
407,Rosmini S.Maria Maggiore,,46.068100,11.118642
408,3 Nov. "Centro S.Chiara",,46.062231,11.123671
409,3 Nov. "Centro S.Chiara",,46.062181,11.123931
410,S.Francesco Porta Nuova,,46.067075,11.126226
411,S.Pietro Degli Orbi,,46.069404,11.124511
412,S.Pio X Matteotti,,46.056396,11.119944
413,S.Pio X Largo Prati,,46.056862,11.119124
414,S.Pio X Benevoli,,46.053951,11.120497
415,S.Pio X Benevoli,,46.053806,11.120736
416,Sanseverino S.Nicolò,,46.052351,11.112016
417,Sanseverino S.Nicolò,,46.051036,11.111609
420,Segantini Centa,,46.075601,11.122399
421,Segantini Dogana,,46.074211,11.121460
422,Solteri "Piazzina",,46.085489,11.122562
423,Solteri "Piazzina",,46.085516,11.122391
424,Solteri Largaiolli,,46.089937,11.120942
425,Solteri Largaiolli,,46.090005,11.120776
426,Solteri "Nido La Trottola",,46.087985,11.121274
427,Solteri "Nido La Trottola",,46.087571,11.121354
428,Gardolo "Campo Sportivo",,46.105677,11.107554
429,Gardolo "Campo Sportivo",,46.105613,11.107590
430,Gardolo "Cimitero",,46.106505,11.105512
431,"Parco Del Dos Trent",,46.073381,11.107449
432,"Parco Del Dos Trent",,46.073309,11.107377
433,Brescia Divisioni Alpine,,46.071055,11.109691
434,Brescia Divisioni Alpine,,46.070912,11.109660
435,Vela S.Giorgio,,46.076202,11.105081
436,Vela S.Giorgio,,46.076061,11.105187
437,Dos Trento "Centro Sportivo",,46.075206,11.107949
438,Dos Trento "Centro Sportivo",,46.075132,11.107771
439,Sp 90 "Maso Prudenza",,46.028867,11.111521
440,Sp 90 "Maso Prudenza",,46.029290,11.111771
441,Maso Rossi Aichner,,46.105159,11.100565
443,Torre Verde Galasso,,46.070658,11.122787
444,Travai Al Nuoto / Muse,,46.064556,11.120926
445,Trener "3 Torri Pat",,46.095248,11.116986
446,Vittorio Veneto "S.Giuseppe",,46.057772,11.119307
447,Vittorio Veneto Lorenzoni,,46.058577,11.123837
448,Largo Prati,,46.057597,11.117583
449,Largo Prati,,46.057417,11.117430
450,Venezia Cave,,46.066609,11.131484
451,Venezia Cave,,46.066491,11.132676
452,Valsugana "Corallo",,46.068570,11.136388
453,Valsugana "Corallo",,46.069162,11.136348
454,Vicenza Montello,,46.061670,11.135931
455,Vicenza Montello,,46.061778,11.135821
456,Zambra "Ist. D'arte Vittoria",,46.092337,11.116358
457,Verona Fogazzaro,,46.056510,11.128372
458,Verona Fogazzaro,,46.056407,11.128667
459,Verona "Palazzo Stella",,46.043574,11.131166
460,Verona Menguzzato,,46.042589,11.131405
461,Verona "Questura",,46.047815,11.130991
462,Verona Einaudi,,46.052915,11.129683
463,Verona Einaudi,,46.052746,11.129880
464,Verona "Questura",,46.048048,11.131243
466,3 Nov. "Ponte Cavalleggeri",,46.059292,11.126670
467,Vigo Meano Rio Papa,,46.133302,11.132599
468,Vigo Meano Rio Papa,,46.133567,11.132452
469,Vigo Meano Piazza Stainer,,46.131626,11.134225
470,Vigo Meano Piazza Stainer,,46.132010,11.134083
471,Gazzadina Al Molar,,46.130605,11.130767
472,Gazzadina Al Molar,,46.130546,11.130630
473,Villazzano Villa Belfonte,,46.043515,11.149665
474,Villazzano Villa Belfonte,,46.043654,11.149738
475,Villazzano "Villa Tambosi",,46.043856,11.140566
476,Villazzano "Villa Tambosi",,46.043867,11.140230
477,Villamontagna P.Predaroi,,46.086139,11.160226
478,Villamontagna "Michei",,46.084032,11.162655
479,Villamontagna "Michei",,46.084634,11.163253
481,Villazzano "Chiesa",,46.049549,11.144079
484,Villazzano Piazza Nicolini,,46.048986,11.145976
485,Villazzano Piazza Nicolini,,46.049116,11.146036
486,Villazzano Banala,,46.047513,11.142278
488,Conci "Villazzano 3",,46.041088,11.140552
490,Zell Marnighe,,46.080366,11.138214
491,Zell Marnighe,,46.079984,11.138881
492,Spini "Officine",,46.118326,11.100624
493,Spini "Officine",,46.118172,11.100941
494,Spini "Zona Ind.Le Ftm",,46.118118,11.103691
495,Spini "Zona Ind.Le Ftm",,46.118028,11.103638
496,Spini "Stem Trento",,46.117796,11.094285
497,Spini "Stem Trento",,46.117695,11.094346
524,3 Nov. "Ponte Cavalleggeri",,46.059417,11.126263
