route_id,service_id,trip_id,shape_id 
5_andata,S,1533,5_andata 
5_andata,S,1534,5_andata 
5_andata,S,1535,5_andata 
5_andata,S,1536,5_andata 
6_andata,L_V,1537,6_andata 
6_andata,L_V,1538,6_andata 
6_andata,L_V,1539,6_andata 
6_andata,L_V,1540,6_andata 
6_andata,L_V,1541,6_andata 
6_andata,L_V,1542,6_andata 
6_andata,L_V,1543,6_andata 
6_andata,L_V,1544,6_andata 
6_andata,L_V,1545,6_andata 
6_andata,L_V,1546,6_andata 
6_andata,L_V,1547,6_andata 
6_andata,L_V,1548,6_andata 
6_andata,L_V,1549,6_andata 
6_andata,L_V,1550,6_andata 
6_andata,L_V,1551,6_andata 
6_andata,L_V,1552,6_andata 
6_andata,L_V,1553,6_andata 
6_andata,L_V,1554,6_andata 
6_andata,L_V,1555,6_andata 
6_andata,L_V,1556,6_andata 
6_andata,L_V,1557,6_andata 
6_andata,L_V,1558,6_andata 
6_andata,L_V,1559,6_andata 
6_andata,L_V,1560,6_andata 
6_andata,L_V,1561,6_andata 
6_andata,L_V,1562,6_andata 
6_andata,L_V,1563,6_andata 
6_andata,L_V,1564,6_andata 
6_andata,L_V,1565,6_andata 
6_andata,L_V,1566,6_andata 
6_andata,L_V,1567,6_andata 
6_andata,L_V,1568,6_andata 
6_andata,L_V,1569,6_andata 
6_andata,L_V,1570,6_andata 
6_andata,L_V,1571,6_andata 
6_andata,L_V,1572,6_andata 
6_andata,L_V,1573,6_andata 
6_andata,L_V,1574,6_andata 
6_andata,L_V,1575,6_andata 
6_andata,L_V,1576,6_andata 
6_andata,L_V,1577,6_andata 
6_andata,L_V,1578,6_andata 
6_andata,L_V,1579,6_andata 
6_andata,L_V,1580,6_andata 
6_andata,L_V,1581,6_andata 
6_andata,L_V,1582,6_andata 
6_andata,L_V,1583,6_andata 
6_andata,L_V,1584,6_andata 
6_andata,L_V,1585,6_andata 
6_andata,L_V,1586,6_andata 
6_andata,L_V,1587,6_andata 
6_andata,L_V,1588,6_andata 
6_andata,L_V,1589,6_andata 
6_andata,L_V,1590,6_andata 
6_andata,S,1591,6_andata 
6_andata,S,1592,6_andata 
6_andata,S,1593,6_andata 
6_andata,S,1594,6_andata 
6_andata,S,1595,6_andata 
6_andata,S,1596,6_andata 
6_andata,S,1597,6_andata 
6_andata,S,1598,6_andata 
6_andata,S,1599,6_andata 
6_andata,S,1600,6_andata 
6_andata,S,1601,6_andata 
6_andata,S,1602,6_andata 
6_andata,S,1603,6_andata 
6_andata,S,1604,6_andata 
6_andata,S,1605,6_andata 
6_andata,S,1606,6_andata 
6_andata,S,1607,6_andata 
6_andata,S,1608,6_andata 
6_andata,S,1609,6_andata 
6_andata,S,1610,6_andata 
6_andata,S,1611,6_andata 
6_andata,S,1612,6_andata 
6_andata,S,1613,6_andata 
6_andata,S,1614,6_andata 
6_andata,S,1615,6_andata 
6_andata,S,1616,6_andata 
6_andata,S,1617,6_andata 
6_andata,S,1618,6_andata 
6_andata,S,1619,6_andata 
6_andata,S,1620,6_andata 
6_andata,S,1621,6_andata 
6_andata,S,1622,6_andata 
6_andata,S,1623,6_andata 
6_andata,S,1624,6_andata 
6_andata,S,1625,6_andata 
